GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HC01,MOE
0100000US,,United States,0400000US22,22,United States - Louisiana,Louisiana,36729,575
0100000US,,United States,1600000US2205000,2205000,United States - Louisiana - Baton Rouge city,Baton Rouge city,31049,2844
0100000US,,United States,1600000US2239475,2239475,United States - Louisiana - Kenner city,Kenner city,41958,6447
0100000US,,United States,1600000US2240735,2240735,United States - Louisiana - Lafayette city,Lafayette city,39158,3943
0100000US,,United States,1600000US2241155,2241155,United States - Louisiana - Lake Charles city,Lake Charles city,29741,4820
0100000US,,United States,1600000US2250115,2250115,United States - Louisiana - Metairie CDP,Metairie CDP,43044,3202
0100000US,,United States,1600000US2255000,2255000,United States - Louisiana - New Orleans city,New Orleans city,30711,1780
0100000US,,United States,1600000US2270000,2270000,United States - Louisiana - Shreveport city,Shreveport city,32027,2116
0100000US,,United States,0400000US23,23,United States - Maine,Maine,42801,969
0100000US,,United States,0400000US24,24,United States - Maryland,Maryland,61592,595
0100000US,,United States,1600000US2404000,2404000,United States - Maryland - Baltimore city,Baltimore city,32456,1849
0100000US,,United States,1600000US2419125,2419125,United States - Maryland - Columbia CDP,Columbia CDP,80720,6843
0100000US,,United States,1600000US2472450,2472450,United States - Maryland - Silver Spring CDP,Silver Spring CDP,59490,6137
0100000US,,United States,0400000US25,25,United States - Massachusetts,Massachusetts,57184,694
0100000US,,United States,1600000US2507000,2507000,United States - Massachusetts - Boston city,Boston city,42562,2842
0100000US,,United States,1600000US2509000,2509000,United States - Massachusetts - Brockton city,Brockton city,47250,3778
0100000US,,United States,1600000US2511000,2511000,United States - Massachusetts - Cambridge city,Cambridge city,59746,4680
0100000US,,United States,1600000US2523000,2523000,United States - Massachusetts - Fall River city,Fall River city,37204,5835
0100000US,,United States,1600000US2534550,2534550,United States - Massachusetts - Lawrence city,Lawrence city,31604,3579
0100000US,,United States,1600000US2537000,2537000,United States - Massachusetts - Lowell city,Lowell city,41272,4077
0100000US,,United States,1600000US2537490,2537490,United States - Massachusetts - Lynn city,Lynn city,35454,8341
0100000US,,United States,1600000US2545000,2545000,United States - Massachusetts - New Bedford city,New Bedford city,31845,4154
0100000US,,United States,1600000US2545560,2545560,United States - Massachusetts - Newton city,Newton city,91746,8905
0100000US,,United States,1600000US2555745,2555745,United States - Massachusetts - Quincy city,Quincy city,59526,8057
0100000US,,United States,1600000US2562535,2562535,United States - Massachusetts - Somerville city,Somerville city,57118,5460
0100000US,,United States,1600000US2567000,2567000,United States - Massachusetts - Springfield city,Springfield city,29922,2723
0100000US,,United States,1600000US2582000,2582000,United States - Massachusetts - Worcester city,Worcester city,37797,3227
0100000US,,United States,0400000US26,26,United States - Michigan,Michigan,46039,449
0100000US,,United States,1600000US2603000,2603000,United States - Michigan - Ann Arbor city,Ann Arbor city,45798,4223
0100000US,,United States,1600000US2613110,2613110,United States - Michigan - Canton CDP,Canton CDP,79535,5948
0100000US,,United States,1600000US2616510,2616510,United States - Michigan - Clinton CDP,Clinton CDP,47993,3966
0100000US,,United States,1600000US2621000,2621000,United States - Michigan - Dearborn city,Dearborn city,45251,5604
0100000US,,United States,1600000US2622000,2622000,United States - Michigan - Detroit city,Detroit city,28069,1342
0100000US,,United States,1600000US2627440,2627440,United States - Michigan - Farmington Hills city,Farmington Hills city,70133,6856
0100000US,,United States,1600000US2629000,2629000,United States - Michigan - Flint city,Flint city,25972,1942
0100000US,,United States,1600000US2634000,2634000,United States - Michigan - Grand Rapids city,Grand Rapids city,38229,1918
0100000US,,United States,1600000US2642160,2642160,United States - Michigan - Kalamazoo city,Kalamazoo city,31152,2862
0100000US,,United States,1600000US2646000,2646000,United States - Michigan - Lansing city,Lansing city,34367,2578
0100000US,,United States,1600000US2649000,2649000,United States - Michigan - Livonia city,Livonia city,66512,4665
0100000US,,United States,1600000US2665440,2665440,United States - Michigan - Pontiac city,Pontiac city,27802,4782
0100000US,,United States,1600000US2669035,2669035,United States - Michigan - Rochester Hills city,Rochester Hills city,80937,7023
0100000US,,United States,1600000US2672818,2672818,United States - Michigan - Shelby CDP,Shelby CDP,64940,5965
0100000US,,United States,1600000US2674900,2674900,United States - Michigan - Southfield city,Southfield city,49427,3728
0100000US,,United States,1600000US2676460,2676460,United States - Michigan - Sterling Heights city,Sterling Heights city,60010,3602
0100000US,,United States,1600000US2680700,2680700,United States - Michigan - Troy city,Troy city,81111,4617
0100000US,,United States,1600000US2684000,2684000,United States - Michigan - Warren city,Warren city,44855,3058
0100000US,,United States,1600000US2684220,2684220,United States - Michigan - Waterford CDP,Waterford CDP,50758,3293
0100000US,,United States,1600000US2686000,2686000,United States - Michigan - Westland city,Westland city,46004,4281
0100000US,,United States,1600000US2688940,2688940,United States - Michigan - Wyoming city,Wyoming city,42729,3501
0100000US,,United States,0400000US27,27,United States - Minnesota,Minnesota,52024,366
0100000US,,United States,1600000US2706616,2706616,United States - Minnesota - Bloomington city,Bloomington city,54438,3599
0100000US,,United States,1600000US2707966,2707966,United States - Minnesota - Brooklyn Park city,Brooklyn Park city,55460,4864
0100000US,,United States,1600000US2717000,2717000,United States - Minnesota - Duluth city,Duluth city,37083,3374
0100000US,,United States,1600000US2743000,2743000,United States - Minnesota - Minneapolis city,Minneapolis city,41829,1552
0100000US,,United States,1600000US2751730,2751730,United States - Minnesota - Plymouth city,Plymouth city,74397,4629
0100000US,,United States,1600000US2754880,2754880,United States - Minnesota - Rochester city,Rochester city,54000,3670
0100000US,,United States,1600000US2756896,2756896,United States - Minnesota - St. Cloud city,St. Cloud city,39293,5102
0100000US,,United States,1600000US2758000,2758000,United States - Minnesota - St. Paul city,St. Paul city,44103,1961
0100000US,,United States,0400000US28,28,United States - Mississippi,Mississippi,32938,615
0100000US,,United States,1600000US2829700,2829700,United States - Mississippi - Gulfport city,Gulfport city,34055,3728
0100000US,,United States,1600000US2836000,2836000,United States - Mississippi - Jackson city,Jackson city,31177,1606
0100000US,,United States,0400000US29,29,United States - Missouri,Missouri,41974,360
0100000US,,United States,1600000US2915670,2915670,United States - Missouri - Columbia city,Columbia city,37051,4682
0100000US,,United States,1600000US2935000,2935000,United States - Missouri - Independence city,Independence city,41398,2217
0100000US,,United States,1600000US2938000,2938000,United States - Missouri - Kansas City city,Kansas City city,41069,1684
0100000US,,United States,1600000US2941348,2941348,United States - Missouri - Lee's Summit city,Lee's Summit city,70900,6890
0100000US,,United States,1600000US2954074,2954074,United States - Missouri - O'Fallon city,O'Fallon city,75796,4124
0100000US,,United States,1600000US2964550,2964550,United States - Missouri - St. Joseph city,St. Joseph city,33127,2879
0100000US,,United States,1600000US2965000,2965000,United States - Missouri - St. Louis city,St. Louis city,30874,1234
0100000US,,United States,1600000US2970000,2970000,United States - Missouri - Springfield city,Springfield city,29433,2418
0100000US,,United States,0400000US30,30,United States - Montana,Montana,39301,965
0100000US,,United States,1600000US3006550,3006550,United States - Montana - Billings city,Billings city,38711,2774
0100000US,,United States,0400000US31,31,United States - Nebraska,Nebraska,43849,762
0100000US,,United States,1600000US3128000,3128000,United States - Nebraska - Lincoln city,Lincoln city,45790,1964
0100000US,,United States,1600000US3137000,3137000,United States - Nebraska - Omaha city,Omaha city,40484,1511
0100000US,,United States,0400000US32,32,United States - Nevada,Nevada,49169,890
0100000US,,United States,1600000US3231900,3231900,United States - Nevada - Henderson city,Henderson city,61483,1884
0100000US,,United States,1600000US3240000,3240000,United States - Nevada - Las Vegas city,Las Vegas city,47863,2344
0100000US,,United States,1600000US3251800,3251800,United States - Nevada - North Las Vegas city,North Las Vegas city,53183,2676
0100000US,,United States,1600000US3254600,3254600,United States - Nevada - Paradise CDP,Paradise CDP,41916,2165
0100000US,,United States,1600000US3260600,3260600,United States - Nevada - Reno city,Reno city,42214,2199
0100000US,,United States,1600000US3268400,3268400,United States - Nevada - Sparks city,Sparks city,51413,3597
0100000US,,United States,1600000US3268585,3268585,United States - Nevada - Spring Valley CDP,Spring Valley CDP,50742,4273
0100000US,,United States,1600000US3271400,3271400,United States - Nevada - Sunrise Manor CDP,Sunrise Manor CDP,41064,2523
0100000US,,United States,0400000US33,33,United States - New Hampshire,New Hampshire,56768,999
0100000US,,United States,1600000US3345140,3345140,United States - New Hampshire - Manchester city,Manchester city,50404,2905
0100000US,,United States,1600000US3350260,3350260,United States - New Hampshire - Nashua city,Nashua city,57056,4545
0100000US,,United States,0400000US34,34,United States - New Jersey,New Jersey,61672,526
0100000US,,United States,1600000US3410000,3410000,United States - New Jersey - Camden city,Camden city,18007,4086
0100000US,,United States,1600000US3413690,3413690,United States - New Jersey - Clifton city,Clifton city,49325,5067
0100000US,,United States,1600000US3419390,3419390,United States - New Jersey - East Orange city,East Orange city,29691,7276
0100000US,,United States,1600000US3420260,3420260,United States - New Jersey - Edison CDP,Edison CDP,75928,5479
0100000US,,United States,1600000US3421000,3421000,United States - New Jersey - Elizabeth city,Elizabeth city,40413,2846
0100000US,,United States,1600000US3434440,3434440,United States - New Jersey - Irvington CDP,Irvington CDP,42269,4996
0100000US,,United States,1600000US3436000,3436000,United States - New Jersey - Jersey City city,Jersey City city,40310,2363
0100000US,,United States,1600000US3451000,3451000,United States - New Jersey - Newark city,Newark city,30665,1951
0100000US,,United States,1600000US3456550,3456550,United States - New Jersey - Passaic city,Passaic city,29963,7336
0100000US,,United States,1600000US3457000,3457000,United States - New Jersey - Paterson city,Paterson city,34987,3025
0100000US,,United States,1600000US3473110,3473110,United States - New Jersey - Toms River CDP,Toms River CDP,65478,5783
0100000US,,United States,1600000US3474000,3474000,United States - New Jersey - Trenton city,Trenton city,34356,4253
0100000US,,United States,1600000US3474630,3474630,United States - New Jersey - Union City city,Union City city,32345,5912
0100000US,,United States,0400000US35,35,United States - New Mexico,New Mexico,37492,749
0100000US,,United States,1600000US3502000,3502000,United States - New Mexico - Albuquerque city,Albuquerque city,41820,1742
0100000US,,United States,1600000US3539380,3539380,United States - New Mexico - Las Cruces city,Las Cruces city,29363,2345
0100000US,,United States,1600000US3563460,3563460,United States - New Mexico - Rio Rancho city,Rio Rancho city,47270,5248
0100000US,,United States,1600000US3570500,3570500,United States - New Mexico - Santa Fe city,Santa Fe city,45177,5631
0100000US,,United States,0400000US36,36,United States - New York,New York,49480,422
0100000US,,United States,1600000US3601000,3601000,United States - New York - Albany city,Albany city,33431,4238
0100000US,,United States,1600000US3611000,3611000,United States - New York - Buffalo city,Buffalo city,27311,2010
0100000US,,United States,1600000US3615000,3615000,United States - New York - Cheektowaga CDP,Cheektowaga CDP,43345,4121
0100000US,,United States,1600000US3649121,3649121,United States - New York - Mount Vernon city,Mount Vernon city,45908,4581
0100000US,,United States,1600000US3650617,3650617,United States - New York - New Rochelle city,New Rochelle city,66363,6525
0100000US,,United States,1600000US3651000,3651000,United States - New York - New York city,New York city,43434,605
0100000US,,United States,1600000US3663000,3663000,United States - New York - Rochester city,Rochester city,26650,2041
0100000US,,United States,1600000US3673000,3673000,United States - New York - Syracuse city,Syracuse city,25935,1979
0100000US,,United States,1600000US3684000,3684000,United States - New York - Yonkers city,Yonkers city,49304,5719
0100000US,,United States,0400000US37,37,United States - North Carolina,North Carolina,40729,321
0100000US,,United States,1600000US3702140,3702140,United States - North Carolina - Asheville city,Asheville city,38837,4606
0100000US,,United States,1600000US3710740,3710740,United States - North Carolina - Cary town,Cary town,77395,4413
0100000US,,United States,1600000US3712000,3712000,United States - North Carolina - Charlotte city,Charlotte city,47131,1960
0100000US,,United States,1600000US3719000,3719000,United States - North Carolina - Durham city,Durham city,42321,1777
0100000US,,United States,1600000US3722920,3722920,United States - North Carolina - Fayetteville city,Fayetteville city,40778,3630
0100000US,,United States,1600000US3725580,3725580,United States - North Carolina - Gastonia city,Gastonia city,32717,1827
0100000US,,United States,1600000US3728000,3728000,United States - North Carolina - Greensboro city,Greensboro city,36733,2022
0100000US,,United States,1600000US3728080,3728080,United States - North Carolina - Greenville city,Greenville city,26633,2908
0100000US,,United States,1600000US3731400,3731400,United States - North Carolina - High Point city,High Point city,40778,2144
0100000US,,United States,1600000US3755000,3755000,United States - North Carolina - Raleigh city,Raleigh city,48131,2368
0100000US,,United States,1600000US3774440,3774440,United States - North Carolina - Wilmington city,Wilmington city,36904,2831
0100000US,,United States,1600000US3775000,3775000,United States - North Carolina - Winston-Salem city,Winston-Salem city,38197,2539
0100000US,,United States,0400000US38,38,United States - North Dakota,North Dakota,41030,705
0100000US,,United States,1600000US3825700,3825700,United States - North Dakota - Fargo city,Fargo city,39886,3071
0100000US,,United States,0400000US39,39,United States - Ohio,Ohio,43493,340
0100000US,,United States,1600000US3901000,3901000,United States - Ohio - Akron city,Akron city,32937,2387
0100000US,,United States,1600000US3912000,3912000,United States - Ohio - Canton city,Canton city,27460,2955
0100000US,,United States,1600000US3915000,3915000,United States - Ohio - Cincinnati city,Cincinnati city,29554,1601
0100000US,,United States,1600000US3916000,3916000,United States - Ohio - Cleveland city,Cleveland city,24105,1355
0100000US,,United States,1600000US3918000,3918000,United States - Ohio - Columbus city,Columbus city,40405,825
0100000US,,United States,1600000US3921000,3921000,United States - Ohio - Dayton city,Dayton city,25928,1873
0100000US,,United States,1600000US3944856,3944856,United States - Ohio - Lorain city,Lorain city,30936,4264
0100000US,,United States,1600000US3961000,3961000,United States - Ohio - Parma city,Parma city,47843,2731
0100000US,,United States,1600000US3977000,3977000,United States - Ohio - Toledo city,Toledo city,33044,1959
0100000US,,United States,1600000US3988000,3988000,United States - Ohio - Youngstown city,Youngstown city,26516,4507
0100000US,,United States,0400000US40,40,United States - Oklahoma,Oklahoma,37063,566
0100000US,,United States,1600000US4009050,4009050,United States - Oklahoma - Broken Arrow city,Broken Arrow city,54779,3499
0100000US,,United States,1600000US4023200,4023200,United States - Oklahoma - Edmond city,Edmond city,55045,4339
0100000US,,United States,1600000US4041850,4041850,United States - Oklahoma - Lawton city,Lawton city,36952,3062
0100000US,,United States,1600000US4052500,4052500,United States - Oklahoma - Norman city,Norman city,38636,3485
0100000US,,United States,1600000US4055000,4055000,United States - Oklahoma - Oklahoma City city,Oklahoma City city,37375,1462
0100000US,,United States,1600000US4075000,4075000,United States - Oklahoma - Tulsa city,Tulsa city,35966,1476
0100000US,,United States,0400000US41,41,United States - Oregon,Oregon,42944,582
0100000US,,United States,1600000US4105350,4105350,United States - Oregon - Beaverton city,Beaverton city,50884,4225
0100000US,,United States,1600000US4105800,4105800,United States - Oregon - Bend city,Bend city,46838,5211
0100000US,,United States,1600000US4123850,4123850,United States - Oregon - Eugene city,Eugene city,33070,3116
0100000US,,United States,1600000US4131250,4131250,United States - Oregon - Gresham city,Gresham city,41116,4660
0100000US,,United States,1600000US4134100,4134100,United States - Oregon - Hillsboro city,Hillsboro city,49650,3937
0100000US,,United States,1600000US4147000,4147000,United States - Oregon - Medford city,Medford city,40564,3391
0100000US,,United States,1600000US4159000,4159000,United States - Oregon - Portland city,Portland city,42287,1662
0100000US,,United States,1600000US4164900,4164900,United States - Oregon - Salem city,Salem city,39259,2604
0100000US,,United States,0400000US42,42,United States - Pennsylvania,Pennsylvania,44537,392
0100000US,,United States,1600000US4202000,4202000,United States - Pennsylvania - Allentown city,Allentown city,33658,2379
0100000US,,United States,1600000US4206088,4206088,United States - Pennsylvania - Bethlehem city,Bethlehem city,41599,5522
0100000US,,United States,1600000US4224000,4224000,United States - Pennsylvania - Erie city,Erie city,31376,1608
0100000US,,United States,1600000US4260000,4260000,United States - Pennsylvania - Philadelphia city,Philadelphia city,32573,959
0100000US,,United States,1600000US4261000,4261000,United States - Pennsylvania - Pittsburgh city,Pittsburgh city,30278,1674
0100000US,,United States,1600000US4263624,4263624,United States - Pennsylvania - Reading city,Reading city,24026,3085
0100000US,,United States,1600000US4269000,4269000,United States - Pennsylvania - Scranton city,Scranton city,28282,4126
0100000US,,United States,0400000US44,44,United States - Rhode Island,Rhode Island,51458,1374
0100000US,,United States,1600000US4419180,4419180,United States - Rhode Island - Cranston city,Cranston city,56070,4073
0100000US,,United States,1600000US4454640,4454640,United States - Rhode Island - Pawtucket city,Pawtucket city,36407,3814
0100000US,,United States,1600000US4459000,4459000,United States - Rhode Island - Providence city,Providence city,34202,2785
0100000US,,United States,1600000US4474300,4474300,United States - Rhode Island - Warwick city,Warwick city,57153,4647
0100000US,,United States,0400000US45,45,United States - South Carolina,South Carolina,39316,614
0100000US,,United States,1600000US4513330,4513330,United States - South Carolina - Charleston city,Charleston city,36151,3184
0100000US,,United States,1600000US4516000,4516000,United States - South Carolina - Columbia city,Columbia city,34196,2831
0100000US,,United States,1600000US4550875,4550875,United States - South Carolina - North Charleston city,North Charleston city,31017,2090
0100000US,,United States,0400000US46,46,United States - South Dakota,South Dakota,40310,890
0100000US,,United States,1600000US4659020,4659020,United States - South Dakota - Sioux Falls city,Sioux Falls city,44341,3448
0100000US,,United States,0400000US47,47,United States - Tennessee,Tennessee,38874,481
0100000US,,United States,1600000US4714000,4714000,United States - Tennessee - Chattanooga city,Chattanooga city,32174,2451
0100000US,,United States,1600000US4715160,4715160,United States - Tennessee - Clarksville city,Clarksville city,44384,3106
0100000US,,United States,1600000US4740000,4740000,United States - Tennessee - Knoxville city,Knoxville city,30473,1637
0100000US,,United States,1600000US4748000,4748000,United States - Tennessee - Memphis city,Memphis city,33244,1411
0100000US,,United States,1600000US4751560,4751560,United States - Tennessee - Murfreesboro city,Murfreesboro city,39652,3560
0100000US,,United States,1600000US4752006,4752006,United States - Tennessee - Nashville-Davidson (balance),Nashville-Davidson (balance),40214,1126
0100000US,,United States,0400000US48,48,United States - Texas,Texas,42139,247
0100000US,,United States,1600000US4801000,4801000,United States - Texas - Abilene city,Abilene city,35246,2268
0100000US,,United States,1600000US4801924,4801924,United States - Texas - Allen city,Allen city,82001,6336
0100000US,,United States,1600000US4803000,4803000,United States - Texas - Amarillo city,Amarillo city,34996,2431
0100000US,,United States,1600000US4804000,4804000,United States - Texas - Arlington city,Arlington city,48992,1876
0100000US,,United States,1600000US4805000,4805000,United States - Texas - Austin city,Austin city,43731,2065
0100000US,,United States,1600000US4806128,4806128,United States - Texas - Baytown city,Baytown city,36700,6090
0100000US,,United States,1600000US4807000,4807000,United States - Texas - Beaumont city,Beaumont city,32183,3918
0100000US,,United States,1600000US4810768,4810768,United States - Texas - Brownsville city,Brownsville city,24207,2470
0100000US,,United States,1600000US4810912,4810912,United States - Texas - Bryan city,Bryan city,30012,4332
0100000US,,United States,1600000US4813024,4813024,United States - Texas - Carrollton city,Carrollton city,60482,4347
0100000US,,United States,1600000US4815976,4815976,United States - Texas - College Station city,College Station city,24218,3145
0100000US,,United States,1600000US4817000,4817000,United States - Texas - Corpus Christi city,Corpus Christi city,39698,2585
0100000US,,United States,1600000US4819000,4819000,United States - Texas - Dallas city,Dallas city,36403,1043
0100000US,,United States,1600000US4819972,4819972,United States - Texas - Denton city,Denton city,38034,6664
0100000US,,United States,1600000US4824000,4824000,United States - Texas - El Paso city,El Paso city,32205,1407
0100000US,,United States,1600000US4827000,4827000,United States - Texas - Fort Worth city,Fort Worth city,40663,1218
0100000US,,United States,1600000US4827684,4827684,United States - Texas - Frisco city,Frisco city,85187,6424
0100000US,,United States,1600000US4829000,4829000,United States - Texas - Garland city,Garland city,45924,2456
0100000US,,United States,1600000US4830464,4830464,United States - Texas - Grand Prairie city,Grand Prairie city,48865,2787
0100000US,,United States,1600000US4835000,4835000,United States - Texas - Houston city,Houston city,36894,765
0100000US,,United States,1600000US4837000,4837000,United States - Texas - Irving city,Irving city,46543,2884
0100000US,,United States,1600000US4839148,4839148,United States - Texas - Killeen city,Killeen city,40896,3564
0100000US,,United States,1600000US4841464,4841464,United States - Texas - Laredo city,Laredo city,32019,2916
0100000US,,United States,1600000US4842508,4842508,United States - Texas - Lewisville city,Lewisville city,50703,4425
0100000US,,United States,1600000US4843888,4843888,United States - Texas - Longview city,Longview city,34985,3142
0100000US,,United States,1600000US4845000,4845000,United States - Texas - Lubbock city,Lubbock city,33853,2478
0100000US,,United States,1600000US4845384,4845384,United States - Texas - McAllen city,McAllen city,35004,5591
0100000US,,United States,1600000US4845744,4845744,United States - Texas - McKinney city,McKinney city,69611,9493
0100000US,,United States,1600000US4847892,4847892,United States - Texas - Mesquite city,Mesquite city,47466,4305
0100000US,,United States,1600000US4848072,4848072,United States - Texas - Midland city,Midland city,41660,4560
0100000US,,United States,1600000US4848804,4848804,United States - Texas - Missouri City city,Missouri City city,63330,8200
0100000US,,United States,1600000US4853388,4853388,United States - Texas - Odessa city,Odessa city,36162,2874
0100000US,,United States,1600000US4856000,4856000,United States - Texas - Pasadena city,Pasadena city,37642,2578
0100000US,,United States,1600000US4858016,4858016,United States - Texas - Plano city,Plano city,71560,4746
0100000US,,United States,1600000US4861796,4861796,United States - Texas - Richardson city,Richardson city,63932,4324
0100000US,,United States,1600000US4863500,4863500,United States - Texas - Round Rock city,Round Rock city,60190,7782
0100000US,,United States,1600000US4864472,4864472,United States - Texas - San Angelo city,San Angelo city,36445,2642
0100000US,,United States,1600000US4865000,4865000,United States - Texas - San Antonio city,San Antonio city,40186,911
0100000US,,United States,1600000US4870808,4870808,United States - Texas - Sugar Land city,Sugar Land city,86231,7664
0100000US,,United States,1600000US4872656,4872656,United States - Texas - The Woodlands CDP,The Woodlands CDP,85314,6211
0100000US,,United States,1600000US4874144,4874144,United States - Texas - Tyler city,Tyler city,31514,3432
0100000US,,United States,1600000US4876000,4876000,United States - Texas - Waco city,Waco city,27955,3115
0100000US,,United States,1600000US4879000,4879000,United States - Texas - Wichita Falls city,Wichita Falls city,37255,2392
0100000US,,United States,0400000US49,49,United States - Utah,Utah,47934,946
0100000US,,United States,1600000US4955980,4955980,United States - Utah - Ogden city,Ogden city,39058,4652
0100000US,,United States,1600000US4957300,4957300,United States - Utah - Orem city,Orem city,46797,5786
0100000US,,United States,1600000US4962470,4962470,United States - Utah - Provo city,Provo city,31603,3595
0100000US,,United States,1600000US4967000,4967000,United States - Utah - Salt Lake City city,Salt Lake City city,37287,2980
0100000US,,United States,1600000US4967440,4967440,United States - Utah - Sandy city,Sandy city,65971,4923
0100000US,,United States,1600000US4982950,4982950,United States - Utah - West Jordan city,West Jordan city,56630,4811
0100000US,,United States,1600000US4983470,4983470,United States - Utah - West Valley City city,West Valley City city,43981,3966
0100000US,,United States,0400000US50,50,United States - Vermont,Vermont,45686,1196
0100000US,,United States,0400000US51,51,United States - Virginia,Virginia,54240,540
0100000US,,United States,1600000US5101000,5101000,United States - Virginia - Alexandria city,Alexandria city,66116,6222
0100000US,,United States,1600000US5103000,5103000,United States - Virginia - Arlington CDP,Arlington CDP,80433,6247
0100000US,,United States,1600000US5116000,5116000,United States - Virginia - Chesapeake city,Chesapeake city,60817,2343
0100000US,,United States,1600000US5121088,5121088,United States - Virginia - Dale City CDP,Dale City CDP,75564,7051
0100000US,,United States,1600000US5135000,5135000,United States - Virginia - Hampton city,Hampton city,45105,3096
0100000US,,United States,1600000US5147672,5147672,United States - Virginia - Lynchburg city,Lynchburg city,35744,4160
0100000US,,United States,1600000US5156000,5156000,United States - Virginia - Newport News city,Newport News city,46641,3770
0100000US,,United States,1600000US5157000,5157000,United States - Virginia - Norfolk city,Norfolk city,36920,2167
0100000US,,United States,1600000US5164000,5164000,United States - Virginia - Portsmouth city,Portsmouth city,40172,2565
0100000US,,United States,1600000US5167000,5167000,United States - Virginia - Richmond city,Richmond city,34396,2204
0100000US,,United States,1600000US5168000,5168000,United States - Virginia - Roanoke city,Roanoke city,32432,5032
0100000US,,United States,1600000US5176432,5176432,United States - Virginia - Suffolk city,Suffolk city,60484,6527
0100000US,,United States,1600000US5182000,5182000,United States - Virginia - Virginia Beach city,Virginia Beach city,58545,1386
0100000US,,United States,0400000US53,53,United States - Washington,Washington,49262,644
0100000US,,United States,1600000US5305210,5305210,United States - Washington - Bellevue city,Bellevue city,69880,3665
0100000US,,United States,1600000US5305280,5305280,United States - Washington - Bellingham city,Bellingham city,35612,3169
0100000US,,United States,1600000US5322640,5322640,United States - Washington - Everett city,Everett city,39221,3540
0100000US,,United States,1600000US5323515,5323515,United States - Washington - Federal Way city,Federal Way city,54985,3918
0100000US,,United States,1600000US5335415,5335415,United States - Washington - Kent city,Kent city,50053,5374
0100000US,,United States,1600000US5363000,5363000,United States - Washington - Seattle city,Seattle city,49297,1876
0100000US,,United States,1600000US5367000,5367000,United States - Washington - Spokane city,Spokane city,34752,1641
0100000US,,United States,1600000US5367167,5367167,United States - Washington - Spokane Valley city,Spokane Valley city,37178,4972
0100000US,,United States,1600000US5370000,5370000,United States - Washington - Tacoma city,Tacoma city,40290,2216
0100000US,,United States,1600000US5374060,5374060,United States - Washington - Vancouver city,Vancouver city,40743,2624
0100000US,,United States,1600000US5380010,5380010,United States - Washington - Yakima city,Yakima city,29428,2521
0100000US,,United States,0400000US54,54,United States - West Virginia,West Virginia,33452,801
0100000US,,United States,0400000US55,55,United States - Wisconsin,Wisconsin,47105,394
0100000US,,United States,1600000US5502375,5502375,United States - Wisconsin - Appleton city,Appleton city,52468,2983
0100000US,,United States,1600000US5531000,5531000,United States - Wisconsin - Green Bay city,Green Bay city,40477,2946
0100000US,,United States,1600000US5539225,5539225,United States - Wisconsin - Kenosha city,Kenosha city,46888,4453
0100000US,,United States,1600000US5548000,5548000,United States - Wisconsin - Madison city,Madison city,45928,3929
0100000US,,United States,1600000US5553000,5553000,United States - Wisconsin - Milwaukee city,Milwaukee city,32666,1066
0100000US,,United States,1600000US5566000,5566000,United States - Wisconsin - Racine city,Racine city,38156,3284
0100000US,,United States,1600000US5584250,5584250,United States - Wisconsin - Waukesha city,Waukesha city,52599,6455
0100000US,,United States,0400000US56,56,United States - Wyoming,Wyoming,46202,1518
0100000US,,United States,0400000US72,72,Puerto Rico,Puerto Rico,17184,309
0100000US,,United States,1600000US7206593,7206593,Puerto Rico - Bayamn zona urbana,Bayamn zona urbana,24864,1342
0100000US,,United States,1600000US7210334,7210334,Puerto Rico - Caguas zona urbana,Caguas zona urbana,20263,2263
0100000US,,United States,1600000US7214290,7214290,Puerto Rico - Carolina zona urbana,Carolina zona urbana,28514,1841
0100000US,,United States,1600000US7232522,7232522,Puerto Rico - Guaynabo zona urbana,Guaynabo zona urbana,35903,5085
0100000US,,United States,1600000US7252431,7252431,Puerto Rico - Mayagez zona urbana,Mayagez zona urbana,10880,931
0100000US,,United States,1600000US7263820,7263820,Puerto Rico - Ponce zona urbana,Ponce zona urbana,14965,1372
0100000US,,United States,1600000US7276770,7276770,Puerto Rico - San Juan zona urbana,San Juan zona urbana,22578,1368
